factor,coverage,missing_rate,outlier_rate,std,passed,reason,window,category
netprofit_yoy,1.0,0.0,0.0011,0.245697,True,通过,Window_2023,Growth
tr_yoy,1.0,0.0,0.0011,0.245878,True,通过,Window_2023,Growth
basic_eps_yoy,1.0,0.0,0.0011,0.24569,True,通过,Window_2023,Growth
MOM_6m,1.0,0.0,0.0,0.26587,True,通过,Window_2023,Momentum
MOM_12m,1.0,0.0,0.0,0.238857,True,通过,Window_2023,Momentum
MOM_skip1m,1.0,0.0,0.0,0.243353,True,通过,Window_2023,Momentum
IND_NEUT_MOM,1.0,0.0,0.0,0.284188,True,通过,Window_2023,Momentum
MOM_ACCEL,1.0,0.0,0.0,0.265881,True,通过,Window_2023,Momentum
momentum_1m,1.0,0.0,0.0,0.277198,True,通过,Window_2023,Momentum
ma_cross_5_20,1.0,0.0,0.0146,0.2856,True,通过,Window_2023,Momentum
long_momentum,1.0,0.0,0.0,0.250877,True,通过,Window_2023,Momentum
KMID,1.0,0.0,0.0011,0.288457,True,通过,Window_2023,Price-Volume
KLEN,1.0,0.0,0.0,0.288619,True,通过,Window_2023,Price-Volume
KMID2,1.0,0.0,0.0011,0.288469,True,通过,Window_2023,Price-Volume
KUP,1.0,0.0,0.0,0.288339,True,通过,Window_2023,Price-Volume
KUP2,1.0,0.0,0.0,0.288351,True,通过,Window_2023,Price-Volume
KLOW,1.0,0.0,0.0011,0.287974,True,通过,Window_2023,Price-Volume
KLOW2,1.0,0.0,0.0011,0.288001,True,通过,Window_2023,Price-Volume
KSFT,1.0,0.0,0.0,0.288628,True,通过,Window_2023,Price-Volume
KSFT2,1.0,0.0,0.0011,0.288392,True,通过,Window_2023,Price-Volume
OPEN0,1.0,0.0,0.0011,0.28846,True,通过,Window_2023,Price-Volume
HIGH0,1.0,0.0,0.0,0.288563,True,通过,Window_2023,Price-Volume
LOW0,1.0,0.0,0.0011,0.28833,True,通过,Window_2023,Price-Volume
VWAP0,1.0,0.0,0.0,0.288627,True,通过,Window_2023,Price-Volume
ROC5,1.0,0.0,0.0,0.285602,True,通过,Window_2023,Price-Volume
ROC10,1.0,0.0,0.0,0.282529,True,通过,Window_2023,Price-Volume
ROC20,1.0,0.0,0.0,0.277213,True,通过,Window_2023,Price-Volume
ROC30,1.0,0.0,0.0,0.271105,True,通过,Window_2023,Price-Volume
ROC60,1.0,0.0,0.0,0.250915,True,通过,Window_2023,Price-Volume
MA5,1.0,0.0,0.0,0.288026,True,通过,Window_2023,Price-Volume
MA10,1.0,0.0,0.0,0.28803,True,通过,Window_2023,Price-Volume
MA20,1.0,0.0,0.0,0.288034,True,通过,Window_2023,Price-Volume
MA30,1.0,0.0,0.0,0.288035,True,通过,Window_2023,Price-Volume
MA60,1.0,0.0,0.0,0.288037,True,通过,Window_2023,Price-Volume
STD5,1.0,0.0,0.0,0.288013,True,通过,Window_2023,Price-Volume
STD10,1.0,0.0,0.0,0.288026,True,通过,Window_2023,Price-Volume
STD20,1.0,0.0,0.0,0.288031,True,通过,Window_2023,Price-Volume
STD30,1.0,0.0,0.0,0.28863,True,通过,Window_2023,Price-Volume
STD60,1.0,0.0,0.0,0.288029,True,通过,Window_2023,Price-Volume
BETA5,1.0,0.0,0.0,0.288247,True,通过,Window_2023,Price-Volume
BETA10,1.0,0.0,0.0,0.288153,True,通过,Window_2023,Price-Volume
BETA20,1.0,0.0,0.0,0.288033,True,通过,Window_2023,Price-Volume
BETA30,1.0,0.0,0.0,0.287885,True,通过,Window_2023,Price-Volume
BETA60,1.0,0.0,0.0,0.287476,True,通过,Window_2023,Price-Volume
RSQR5,1.0,0.0,0.0,0.288302,True,通过,Window_2023,Price-Volume
RSQR10,1.0,0.0,0.0,0.288311,True,通过,Window_2023,Price-Volume
RSQR20,1.0,0.0,0.0,0.288291,True,通过,Window_2023,Price-Volume
RSQR30,1.0,0.0,0.0,0.288254,True,通过,Window_2023,Price-Volume
RSQR60,1.0,0.0,0.0,0.288152,True,通过,Window_2023,Price-Volume
RESI5,1.0,0.0,0.0,0.288272,True,通过,Window_2023,Price-Volume
RESI10,1.0,0.0,0.0,0.288224,True,通过,Window_2023,Price-Volume
RESI20,1.0,0.0,0.0,0.28825,True,通过,Window_2023,Price-Volume
RESI30,1.0,0.0,0.0,0.288197,True,通过,Window_2023,Price-Volume
RESI60,1.0,0.0,0.0,0.288118,True,通过,Window_2023,Price-Volume
MAX5,1.0,0.0,0.0,0.288598,True,通过,Window_2023,Price-Volume
MAX10,1.0,0.0,0.0,0.288605,True,通过,Window_2023,Price-Volume
MAX20,1.0,0.0,0.0,0.28862,True,通过,Window_2023,Price-Volume
MAX30,1.0,0.0,0.0,0.288624,True,通过,Window_2023,Price-Volume
MAX60,1.0,0.0,0.0,0.288628,True,通过,Window_2023,Price-Volume
MIN5,1.0,0.0,0.0011,0.288339,True,通过,Window_2023,Price-Volume
MIN10,1.0,0.0,0.0011,0.288349,True,通过,Window_2023,Price-Volume
MIN20,1.0,0.0,0.0011,0.288363,True,通过,Window_2023,Price-Volume
MIN30,1.0,0.0,0.0011,0.28837,True,通过,Window_2023,Price-Volume
MIN60,1.0,0.0,0.0011,0.288407,True,通过,Window_2023,Price-Volume
QTLU5,1.0,0.0,0.0,0.288284,True,通过,Window_2023,Price-Volume
QTLU10,1.0,0.0,0.0,0.288276,True,通过,Window_2023,Price-Volume
QTLU20,1.0,0.0,0.0042,0.287686,True,通过,Window_2023,Price-Volume
QTLU30,1.0,0.0,0.0,0.28863,True,通过,Window_2023,Price-Volume
QTLU60,1.0,0.0,0.0127,0.285251,True,通过,Window_2023,Price-Volume
QTLD5,1.0,0.0,0.0042,0.287528,True,通过,Window_2023,Price-Volume
QTLD10,1.0,0.0,0.0106,0.28638,True,通过,Window_2023,Price-Volume
QTLD20,1.0,0.0,0.0153,0.284364,True,通过,Window_2023,Price-Volume
QTLD30,1.0,0.0,0.0165,0.282422,True,通过,Window_2023,Price-Volume
QTLD60,1.0,0.0,0.0249,0.275079,True,通过,Window_2023,Price-Volume
RANK5,1.0,0.0,0.0635,0.249255,True,通过,Window_2023,Price-Volume
RANK10,1.0,0.0,0.0095,0.274932,True,通过,Window_2023,Price-Volume
RANK20,1.0,0.0,0.002,0.283702,True,通过,Window_2023,Price-Volume
RANK30,1.0,0.0,0.002,0.285288,True,通过,Window_2023,Price-Volume
RANK60,1.0,0.0,0.002,0.28642,True,通过,Window_2023,Price-Volume
RSV5,1.0,0.0,0.0011,0.288418,True,通过,Window_2023,Price-Volume
RSV10,1.0,0.0,0.0011,0.288434,True,通过,Window_2023,Price-Volume
RSV20,1.0,0.0,0.0011,0.288436,True,通过,Window_2023,Price-Volume
RSV30,1.0,0.0,0.0011,0.288435,True,通过,Window_2023,Price-Volume
RSV60,1.0,0.0,0.0011,0.288454,True,通过,Window_2023,Price-Volume
IMAX5,1.0,0.0,0.0668,0.238923,True,通过,Window_2023,Price-Volume
IMAX10,1.0,0.0,0.0128,0.272906,True,通过,Window_2023,Price-Volume
IMAX20,1.0,0.0,0.0043,0.282563,True,通过,Window_2023,Price-Volume
IMAX30,1.0,0.0,0.0022,0.284793,True,通过,Window_2023,Price-Volume
IMAX60,1.0,0.0,0.0,0.286596,True,通过,Window_2023,Price-Volume
IMIN5,1.0,0.0,0.1266,0.207006,True,通过,Window_2023,Price-Volume
IMIN10,1.0,0.0,0.0765,0.243715,True,通过,Window_2023,Price-Volume
IMIN20,1.0,0.0,0.0433,0.261829,True,通过,Window_2023,Price-Volume
IMIN30,1.0,0.0,0.0313,0.266891,True,通过,Window_2023,Price-Volume
IMIN60,1.0,0.0,0.0355,0.265158,True,通过,Window_2023,Price-Volume
IMXD5,1.0,0.0,0.0096,0.275159,True,通过,Window_2023,Price-Volume
IMXD10,1.0,0.0,0.0,0.285007,True,通过,Window_2023,Price-Volume
IMXD20,1.0,0.0,0.0,0.28748,True,通过,Window_2023,Price-Volume
IMXD30,1.0,0.0,0.0,0.28793,True,通过,Window_2023,Price-Volume
IMXD60,1.0,0.0,0.0,0.288056,True,通过,Window_2023,Price-Volume
CORR5,1.0,0.0,0.0,0.288609,True,通过,Window_2023,Price-Volume
CORR10,1.0,0.0,0.0,0.288647,True,通过,Window_2023,Price-Volume
CORR20,1.0,0.0,0.0,0.288657,True,通过,Window_2023,Price-Volume
CORR30,1.0,0.0,0.0,0.288658,True,通过,Window_2023,Price-Volume
CORR60,1.0,0.0,0.0,0.288662,True,通过,Window_2023,Price-Volume
CORD5,1.0,0.0,0.0,0.288221,True,通过,Window_2023,Price-Volume
CORD10,1.0,0.0,0.0,0.288265,True,通过,Window_2023,Price-Volume
CORD20,1.0,0.0,0.0,0.288289,True,通过,Window_2023,Price-Volume
CORD30,1.0,0.0,0.0,0.288289,True,通过,Window_2023,Price-Volume
CORD60,1.0,0.0,0.0,0.288289,True,通过,Window_2023,Price-Volume
CNTP5,1.0,0.0,0.0042,0.269519,True,通过,Window_2023,Price-Volume
CNTP10,1.0,0.0,0.0,0.281272,True,通过,Window_2023,Price-Volume
CNTP20,1.0,0.0,0.0,0.284879,True,通过,Window_2023,Price-Volume
CNTP30,1.0,0.0,0.0,0.286019,True,通过,Window_2023,Price-Volume
CNTP60,1.0,0.0,0.0,0.287118,True,通过,Window_2023,Price-Volume
CNTN5,1.0,0.0,0.0063,0.267993,True,通过,Window_2023,Price-Volume
CNTN10,1.0,0.0,0.0,0.280846,True,通过,Window_2023,Price-Volume
CNTN20,1.0,0.0,0.0,0.284494,True,通过,Window_2023,Price-Volume
CNTN30,1.0,0.0,0.0,0.285767,True,通过,Window_2023,Price-Volume
CNTN60,1.0,0.0,0.0,0.286831,True,通过,Window_2023,Price-Volume
CNTD5,1.0,0.0,0.0,0.276239,True,通过,Window_2023,Price-Volume
CNTD10,1.0,0.0,0.0,0.284386,True,通过,Window_2023,Price-Volume
CNTD20,1.0,0.0,0.0,0.286784,True,通过,Window_2023,Price-Volume
CNTD30,1.0,0.0,0.0,0.287433,True,通过,Window_2023,Price-Volume
CNTD60,1.0,0.0,0.0,0.287923,True,通过,Window_2023,Price-Volume
SUMP5,1.0,0.0,0.0,0.288109,True,通过,Window_2023,Price-Volume
SUMP10,1.0,0.0,0.0,0.288208,True,通过,Window_2023,Price-Volume
SUMP20,1.0,0.0,0.0,0.288116,True,通过,Window_2023,Price-Volume
SUMP30,1.0,0.0,0.0,0.288032,True,通过,Window_2023,Price-Volume
SUMP60,1.0,0.0,0.0,0.28799,True,通过,Window_2023,Price-Volume
SUMN5,1.0,0.0,0.0,0.288109,True,通过,Window_2023,Price-Volume
SUMN10,1.0,0.0,0.0,0.288208,True,通过,Window_2023,Price-Volume
SUMN20,1.0,0.0,0.0,0.288116,True,通过,Window_2023,Price-Volume
SUMN30,1.0,0.0,0.0,0.288032,True,通过,Window_2023,Price-Volume
SUMN60,1.0,0.0,0.0,0.28799,True,通过,Window_2023,Price-Volume
SUMD5,1.0,0.0,0.0,0.288109,True,通过,Window_2023,Price-Volume
SUMD10,1.0,0.0,0.0,0.288208,True,通过,Window_2023,Price-Volume
SUMD20,1.0,0.0,0.0,0.288116,True,通过,Window_2023,Price-Volume
SUMD30,1.0,0.0,0.0,0.288032,True,通过,Window_2023,Price-Volume
SUMD60,1.0,0.0,0.0,0.28799,True,通过,Window_2023,Price-Volume
VMA5,1.0,0.0,0.0,0.288044,True,通过,Window_2023,Price-Volume
VMA10,1.0,0.0,0.0,0.288044,True,通过,Window_2023,Price-Volume
VMA20,1.0,0.0,0.0,0.288044,True,通过,Window_2023,Price-Volume
VMA30,1.0,0.0,0.0,0.288043,True,通过,Window_2023,Price-Volume
VMA60,1.0,0.0,0.0,0.288043,True,通过,Window_2023,Price-Volume
VSTD5,1.0,0.0,0.0,0.288016,True,通过,Window_2023,Price-Volume
VSTD10,1.0,0.0,0.0,0.288011,True,通过,Window_2023,Price-Volume
VSTD20,1.0,0.0,0.0,0.288015,True,通过,Window_2023,Price-Volume
VSTD30,1.0,0.0,0.0,0.288015,True,通过,Window_2023,Price-Volume
VSTD60,1.0,0.0,0.0,0.288018,True,通过,Window_2023,Price-Volume
WVMA5,1.0,0.0,0.0,0.288263,True,通过,Window_2023,Price-Volume
WVMA10,1.0,0.0,0.0,0.288291,True,通过,Window_2023,Price-Volume
WVMA20,1.0,0.0,0.0,0.288308,True,通过,Window_2023,Price-Volume
WVMA30,1.0,0.0,0.0,0.288306,True,通过,Window_2023,Price-Volume
WVMA60,1.0,0.0,0.0,0.288308,True,通过,Window_2023,Price-Volume
VSUMP5,1.0,0.0,0.0,0.288641,True,通过,Window_2023,Price-Volume
VSUMP10,1.0,0.0,0.0,0.288659,True,通过,Window_2023,Price-Volume
VSUMP20,1.0,0.0,0.0,0.288669,True,通过,Window_2023,Price-Volume
VSUMP30,1.0,0.0,0.0,0.288667,True,通过,Window_2023,Price-Volume
VSUMP60,1.0,0.0,0.0,0.288664,True,通过,Window_2023,Price-Volume
VSUMN5,1.0,0.0,0.0,0.288641,True,通过,Window_2023,Price-Volume
VSUMN10,1.0,0.0,0.0,0.288659,True,通过,Window_2023,Price-Volume
VSUMN20,1.0,0.0,0.0,0.288669,True,通过,Window_2023,Price-Volume
VSUMN30,1.0,0.0,0.0,0.288667,True,通过,Window_2023,Price-Volume
VSUMN60,1.0,0.0,0.0,0.288664,True,通过,Window_2023,Price-Volume
VSUMD5,1.0,0.0,0.0,0.288641,True,通过,Window_2023,Price-Volume
VSUMD10,1.0,0.0,0.0,0.288659,True,通过,Window_2023,Price-Volume
VSUMD20,1.0,0.0,0.0,0.288669,True,通过,Window_2023,Price-Volume
VSUMD30,1.0,0.0,0.0,0.288667,True,通过,Window_2023,Price-Volume
VSUMD60,1.0,0.0,0.0,0.288664,True,通过,Window_2023,Price-Volume
Alpha3,1.0,0.0,0.0,0.288307,True,通过,Window_2023,Price-Volume
Alpha4,1.0,0.0,0.2857,0.00016,True,通过,Window_2023,Price-Volume
Alpha11,1.0,0.0,0.0,0.287352,True,通过,Window_2023,Price-Volume
Alpha14,1.0,0.0,0.0,0.285255,True,通过,Window_2023,Price-Volume
